date,open,high,low,close,volume
6/18/62,8.3223,8.4783,7.923,8.2287,4768000
6/19/62,8.2287,8.3847,8.1351,8.3847,2104000
6/20/62,8.3847,8.5531,8.1851,8.1851,3059200
6/21/62,8.0852,8.0852,7.8669,7.8794,3707200
6/22/62,7.8794,8.0228,7.7483,7.9854,3371200
6/25/62,7.9854,8.3847,7.8731,8.2973,3792000
6/26/62,8.2973,8.4596,7.9854,7.9854,3227200
6/27/62,7.9979,8.3098,7.9979,8.3098,2955200
6/28/62,8.366,8.6966,8.366,8.5843,4083200
6/29/62,8.5843,8.6717,8.4408,8.4658,2824000
