date,open,high,low,close,volume
2/2/73,10.7054,10.7803,10.6555,10.7242,827200
2/5/73,10.7242,10.7803,10.693,10.7304,348800
2/6/73,10.7554,10.9799,10.7554,10.9238,689600
2/7/73,10.9425,11.0299,10.9425,10.9425,740800
2/8/73,10.9425,10.955,10.7678,10.9176,1033600
2/9/73,10.9238,11.1297,10.9238,11.1297,784000
2/12/73,11.1422,11.2295,11.1422,11.1921,684800
2/13/73,11.2544,11.3917,11.2544,11.2544,1264000
2/14/73,11.2482,11.2482,11.1172,11.1202,585600
2/15/73,11.1202,11.1609,10.9862,11.0174,795200
2/16/73,11.0174,11.0486,10.9612,11.0111,488000
2/20/73,11.0548,11.1546,11.0548,11.1546,532800
2/21/73,11.1546,11.1671,11.0049,11.0735,425600
2/22/73,11.0735,11.1047,10.9425,11.0798,628800
2/23/73,11.0423,11.0423,10.7803,10.8177,744000
2/26/73,10.8177,10.8177,10.6618,10.7554,1048000
2/27/73,10.7554,10.7803,10.5308,10.5557,952000
2/28/73,10.5557,10.7678,10.4434,10.7678,1144000
3/1/73,10.7678,10.8552,10.6431,10.6555,924800
3/2/73,10.6555,11.0798,10.5308,11.0299,964800
3/5/73,11.0299,11.0331,10.7928,10.9488,1040000
3/6/73,10.9488,11.1234,10.8614,10.9113,852800
3/7/73,10.9425,11.1172,10.9425,11.0049,696000
3/8/73,11.0049,11.061,10.9363,10.9924,545600
3/9/73,10.9924,11.0423,10.93,10.9675,377600
3/12/73,10.9987,11.0798,10.9987,11.0423,379200
3/13/73,11.0423,11.1484,11.0299,11.0985,491200
3/14/73,11.0985,11.217,11.0985,11.1983,585600
3/15/73,11.1983,11.2233,11.0798,11.0798,547200
3/16/73,11.0798,11.1921,10.9924,11.0673,617600
3/19/73,11.0516,11.0516,10.9176,10.9268,529600
3/20/73,10.9268,10.9799,10.8177,10.9238,579200
3/21/73,10.9238,11.0111,10.7366,10.7429,548800
3/22/73,10.7025,10.7025,10.5869,10.6181,1044800
3/23/73,10.6181,10.7054,10.4684,10.6805,1196800
3/26/73,10.6805,10.8552,10.6618,10.7928,691200
3/27/73,10.7928,10.9425,10.7803,10.9176,660800
3/28/73,10.9176,10.9238,10.8302,10.8427,484800
3/29/73,10.8427,10.955,10.8302,10.9488,652800
3/30/73,10.9176,10.9176,10.7429,10.7678,569600
4/2/73,10.7678,10.799,10.6555,10.6805,308800
4/3/73,10.6805,10.6992,10.5807,10.5869,897600
4/4/73,10.5869,10.6431,10.4809,10.5557,680000
4/5/73,10.5557,10.5807,10.4809,10.5525,755200
4/6/73,10.562,10.6805,10.562,10.5682,480000
4/9/73,10.5682,10.7179,10.4933,10.7179,464000
4/10/73,10.7242,10.8552,10.7242,10.8365,635200
4/11/73,10.8365,10.8864,10.6431,10.7366,729600
4/12/73,10.7366,10.7866,10.6992,10.7866,553600
4/13/73,10.7491,10.7491,10.693,10.7242,344000
4/16/73,10.7242,10.7242,10.6056,10.6119,401600
4/17/73,10.6119,10.6243,10.5682,10.6056,416000
4/18/73,10.6056,10.7803,10.5869,10.7803,560000
4/19/73,10.7803,10.7928,10.6867,10.7054,625600
4/23/73,10.6867,10.6867,10.5932,10.6181,444800
4/24/73,10.5682,10.5682,10.3561,10.3623,913600
4/25/73,10.2251,10.2251,10.1377,10.1689,1404800
4/26/73,10.1689,10.2687,10.119,10.2251,947200
4/27/73,10.2251,10.2563,10.1098,10.1128,801600
4/30/73,10.1128,10.2064,10.013,10.1814,1081600
5/1/73,10.2687,10.4247,10.2687,10.3653,724800
5/2/73,10.2687,10.4247,10.2687,10.3653,724800
5/3/73,10.3653,10.5807,10.2376,10.5807,912000
5/4/73,10.5807,10.6119,10.5058,10.5245,576000
5/7/73,10.4559,10.4559,10.3873,10.406,507200
5/8/73,10.406,10.5308,10.381,10.5308,448000
5/9/73,10.5308,10.5557,10.3311,10.3311,635200
5/10/73,10.3311,10.3686,10.2126,10.2438,544000
5/11/73,10.2188,10.2188,10.119,10.122,673600
5/14/73,10.0691,10.0691,9.8632,9.8849,1400000
5/15/73,9.8849,10.0317,9.7884,9.9818,1321600
5/16/73,9.9818,10.0317,9.9194,9.9818,833600
5/17/73,9.9818,9.9818,9.9007,9.9069,456000
5/18/73,9.857,9.857,9.6948,9.7073,1419200
5/21/73,9.6511,9.6511,9.5201,9.6511,1443200
5/22/73,9.6948,9.8258,9.6948,9.7322,1099200
5/23/73,9.7322,9.8944,9.7073,9.726,953600
5/24/73,9.7322,9.9942,9.7322,9.9942,1283200
5/25/73,9.9942,10.1814,9.9194,10.1814,1259200
5/29/73,10.2469,10.2469,10.0909,10.0909,390400
5/30/73,10.0909,10.1065,9.9428,9.9506,622400
5/31/73,9.9506,9.974,9.7946,9.818,755200
6/1/73,9.7946,9.7946,9.6698,9.6698,696000
6/4/73,9.6698,9.6932,9.58,9.662,662400
6/5/73,9.662,9.8882,9.662,9.8882,712000
6/6/73,9.8882,9.974,9.7672,9.8258,638400
6/7/73,9.935,10.3717,9.935,10.0442,649600
6/8/73,10.0442,10.1455,10.013,10.1143,564800
6/11/73,10.1143,10.2001,10.0598,10.0753,516800
6/12/73,10.0831,10.2937,10.0831,10.2703,763200
6/13/73,10.2703,10.4029,10.2469,10.2781,907200
6/14/73,10.2469,10.2469,9.9818,10.013,726400
6/15/73,9.974,9.974,9.8414,9.9272,584000
6/18/73,9.8882,9.8882,9.7597,9.7946,411200
6/19/73,9.7946,9.9194,9.7048,9.9194,728000
6/20/73,9.9194,10.052,9.9116,10.0286,504000
6/21/73,9.9506,9.9506,9.7868,9.8414,422400
6/22/73,9.8414,9.9818,9.8336,9.8804,617600
6/25/73,9.7984,9.7984,9.6268,9.6308,593600
6/26/73,9.6308,9.8414,9.5451,9.7556,1084800
6/27/73,9.7556,9.8102,9.6542,9.7712,446400
6/28/73,9.7712,9.974,9.7634,9.974,577600
6/29/73,9.9662,9.9662,9.8492,9.8882,364800
7/2/73,9.7946,9.7946,9.5217,9.5217,553600
7/3/73,9.4827,9.4827,9.2019,9.3111,1688000
7/5/73,9.3111,9.3891,9.2487,9.3579,588800
7/6/73,9.3579,9.4203,9.3189,9.3657,470400
7/9/73,9.3657,9.5295,9.3345,9.5295,680000
7/10/73,9.6153,9.7946,9.6153,9.7946,1120000
7/11/73,9.8258,9.9818,9.8258,9.9818,990400
7/12/73,9.9506,9.9506,9.7868,9.7868,699200
7/13/73,9.7868,9.8726,9.6698,9.6698,313600
7/16/73,9.6698,9.9506,9.5919,9.9506,708800
7/17/73,9.9506,9.9662,9.6424,9.6698,628800
7/18/73,9.6698,9.857,9.6075,9.8024,806400
7/19/73,9.8024,9.9584,9.7478,9.8258,806400
7/20/73,9.8258,9.935,9.7634,9.8258,492800
7/23/73,9.8258,9.8726,9.6854,9.7556,484800
7/24/73,9.7556,9.779,9.6386,9.7244,670400
7/25/73,9.7946,10.0598,9.7946,9.9506,1307200
7/26/73,9.9506,10.052,9.8492,9.9428,641600
7/27/73,9.9428,10.0052,9.8882,9.9194,574400
7/30/73,9.9194,10.0052,9.8648,10.0052,438400
7/31/73,10.0052,10.0909,9.8102,9.8102,668800
8/1/73,9.8102,9.818,9.701,9.7166,572800
8/2/73,9.7166,9.7946,9.6776,9.7634,510400
8/3/73,9.7322,9.7322,9.6776,9.7166,227200
8/6/73,9.7166,9.7556,9.6153,9.701,500800
8/7/73,9.6932,9.6932,9.6075,9.6075,536000
8/8/73,9.5451,9.5451,9.4827,9.4827,595200
8/9/73,9.4827,9.5685,9.4593,9.4671,598400
8/10/73,9.4671,9.5295,9.3772,9.3969,534400
8/13/73,9.3969,9.4203,9.3735,9.4047,353600
8/14/73,9.4047,9.4671,9.3267,9.3501,766400
8/15/73,9.3501,9.4671,9.3111,9.4359,721600
8/16/73,9.4359,9.5061,9.3657,9.3735,371200
8/17/73,9.3735,9.4203,9.3345,9.3735,334400
8/20/73,9.3735,9.3969,9.2955,9.3501,326400
8/21/73,9.3501,9.3813,9.2877,9.2877,652800
8/22/73,9.2877,9.3579,9.2721,9.2877,457600
8/23/73,9.2955,9.3657,9.2955,9.3345,438400
8/24/73,9.3345,9.3501,9.3033,9.3033,539200
8/27/73,9.3033,9.4983,9.3033,9.4983,456000
8/28/73,9.4983,9.5607,9.4593,9.4827,729600
8/29/73,9.4827,9.5139,9.4359,9.4905,446400
8/30/73,9.4905,9.4905,9.4437,9.4593,448000
8/31/73,9.4515,9.4515,9.3267,9.3891,417600
9/4/73,9.3735,9.3735,9.2565,9.2606,683200
9/5/73,9.2606,9.2955,9.2175,9.2877,644800
9/6/73,9.2877,9.3189,9.2799,9.3033,502400
9/7/73,9.3033,9.3033,9.2331,9.2369,590400
9/10/73,9.2331,9.2331,9.1474,9.1474,558400
9/11/73,9.0928,9.0928,8.8978,8.9212,1142400
9/12/73,8.929,9.124,8.929,9.0616,747200
9/13/73,9.0616,9.1708,9.0616,9.1162,508800
9/14/73,9.1162,9.2955,9.0616,9.2955,510400
9/17/73,8.8938,8.8938,8.4455,8.4845,2640000
9/18/73,8.1414,8.1414,7.884,8.0946,4646400
9/19/73,8.2973,8.4455,8.2973,8.4455,2176000
9/20/73,8.4455,8.4767,8.2973,8.3831,1545600
9/21/73,8.2506,8.2506,8.0478,8.1102,1585600
9/24/73,8.1102,8.1336,7.8139,7.845,1614400
9/25/73,7.8918,8.1414,7.8918,8.0946,1249600
9/26/73,8.1258,8.3441,8.1258,8.1258,1033600
9/27/73,8.1258,8.2506,8.079,8.1102,822400
9/28/73,8.1102,8.1414,8.0166,8.0478,652800
10/1/73,8.04,8.04,7.9542,8.04,630400
10/2/73,8.0322,8.0322,7.9074,7.9698,760000
10/3/73,7.923,7.923,7.7125,7.7515,2358400
10/4/73,7.7515,7.845,7.6423,7.845,1713600
10/5/73,7.8762,8.1726,7.8762,8.0946,1121600
10/8/73,8.0946,8.2194,7.9542,8.1648,796800
10/9/73,8.1648,8.1648,8.1648,8.1648,0
10/10/73,8.4377,8.8744,8.4377,8.5469,2347200
10/11/73,8.6561,8.851,8.6561,8.7652,1324800
10/12/73,8.7652,8.8744,8.7652,8.7964,832000
10/15/73,8.7418,8.7418,8.6717,8.7107,633600
10/16/73,8.7107,8.7964,8.6093,8.7927,649600
10/17/73,8.7927,8.89,8.773,8.8354,809600
10/18/73,8.8354,9.124,8.8354,8.968,1004800
10/19/73,9.0148,9.2019,9.0148,9.0928,729600
10/22/73,8.9914,8.9914,8.734,8.734,667200
10/23/73,8.734,9.0382,8.5859,8.9212,713600
10/24/73,8.9212,9.007,8.851,8.968,393600
10/25/73,8.968,9.0928,8.9056,9.0148,824000
10/26/73,9.0148,9.1006,8.8276,8.9056,974400
10/29/73,8.9056,9.007,8.8588,8.89,635200
10/30/73,8.8822,8.8822,8.6873,8.6873,820800
10/31/73,8.6873,8.7886,8.6483,8.7418,739200
11/1/73,8.7418,8.8822,8.6873,8.773,492800
11/2/73,8.773,8.89,8.734,8.7418,584000
11/5/73,8.7029,8.7029,8.5781,8.6327,644800
11/6/73,8.6327,8.7574,8.6093,8.6093,531200
11/7/73,8.6093,8.7185,8.5937,8.6327,390400
11/8/73,8.7964,8.9134,8.7964,8.8042,926400
11/9/73,8.7964,8.7964,8.6795,8.6835,540800
11/12/73,8.6835,8.8822,8.6171,8.8666,710400
11/13/73,8.9524,9.046,8.9524,9.0382,1001600
11/14/73,9.0382,9.046,8.851,8.9524,824000
11/15/73,8.9212,8.9212,8.5937,8.734,1083200
11/16/73,8.7418,8.9914,8.7418,8.8744,833600
11/19/73,8.8744,8.8782,8.5818,8.6093,668800
11/20/73,8.5703,8.5703,8.3323,8.4845,1012800
11/21/73,8.4845,8.6639,8.4221,8.6327,848000
11/23/73,8.6171,8.6171,8.4845,8.5001,427200
11/26/73,8.4065,8.4065,8.2973,8.2973,784000
11/27/73,8.2973,8.3675,8.2194,8.2194,788800
11/28/73,8.2506,8.4455,8.2506,8.3987,665600
11/29/73,8.3987,8.4533,8.274,8.2973,702400
11/30/73,8.2973,8.3597,8.2038,8.2662,521600
12/3/73,8.2584,8.2584,7.9698,8.0634,1004800
12/4/73,8.0634,8.1258,7.962,7.962,899200
12/5/73,7.962,8.04,7.8918,7.8996,870400
12/6/73,7.8996,8.1336,7.8956,8.1336,742400
12/7/73,8.1336,8.3285,8.0946,8.2662,852800
12/10/73,8.2662,8.2973,8.1414,8.2038,934400
12/11/73,8.2038,8.2194,7.8372,7.845,1017600
12/12/73,7.845,7.8918,7.7671,7.8176,872000
12/13/73,7.8176,7.9542,7.8139,7.8606,478400
12/14/73,7.845,7.845,7.5955,7.6735,1622400
12/17/73,7.6267,7.6267,7.4317,7.4863,718400
12/18/73,7.4863,7.7827,7.4473,7.7827,713600
12/19/73,7.7827,7.923,7.7437,7.8217,758400
12/20/73,7.8217,7.8295,7.5643,7.5799,734400
12/21/73,7.5799,7.6111,7.4785,7.5019,667200
12/24/73,7.4551,7.4551,7.3341,7.4083,486400
12/26/73,7.5955,7.7515,7.5955,7.7515,684800
12/27/73,7.845,7.9932,7.845,7.9542,702400
12/28/73,7.9542,7.9542,7.7515,7.7749,486400
12/31/73,7.7749,7.7827,7.6423,7.6969,564800
1/2/74,7.6969,7.7047,7.5175,7.5721,809600
1/3/74,7.5721,7.6657,7.4473,7.4629,859200
1/4/74,7.4239,7.4239,7.1588,7.1978,1486400
1/7/74,7.1978,7.1978,7.0184,7.0886,1155200
1/8/74,7.0886,7.1978,7.0496,7.112,899200
1/9/74,7.112,7.1198,7.0262,7.1042,617600
1/10/74,7.1042,7.3304,7.0964,7.1432,816000
1/11/74,7.2368,7.4863,7.2368,7.4863,659200
1/14/74,7.4863,7.6657,7.3304,7.3927,880000
1/15/74,7.3927,7.5565,7.3772,7.4589,649600
1/16/74,7.4589,7.6267,7.4473,7.6033,680000
1/17/74,7.7125,7.845,7.7125,7.8217,888000
1/18/74,7.8217,7.8295,7.6579,7.6735,792000
1/21/74,7.6423,7.6423,7.4317,7.6423,681600
1/22/74,7.6423,7.7905,7.5877,7.7905,496000
1/23/74,7.7905,7.7983,7.7281,7.7359,608000
1/24/74,7.7359,7.7437,7.6111,7.6891,401600
1/25/74,7.6891,7.7593,7.6423,7.7047,433600
1/28/74,7.7047,7.7359,7.6111,7.623,488000
1/29/74,7.6189,7.6189,7.5019,7.5877,505600
1/30/74,7.6501,7.7515,7.6501,7.6813,558400
1/31/74,7.6813,7.7905,7.646,7.6501,564800
2/1/74,7.6267,7.6267,7.4941,7.5253,491200
2/4/74,7.5097,7.5097,7.3927,7.3927,497600
2/5/74,7.3927,7.4707,7.3382,7.385,420800
2/6/74,7.385,7.4395,7.346,7.4005,364800
2/7/74,7.4005,7.4005,7.2992,7.3694,403200
2/8/74,7.3694,7.4005,7.2524,7.2717,465600
2/11/74,7.2717,7.2836,7.0652,7.112,580800
2/12/74,7.112,7.1744,7.0652,7.1198,489600
2/13/74,7.1198,7.2368,7.112,7.151,593600
2/14/74,7.151,7.1588,7.0184,7.0652,617600
2/15/74,7.0964,7.2836,7.0964,7.2836,561600
2/19/74,7.2836,7.4239,7.1978,7.229,667200
2/20/74,7.229,7.346,7.1354,7.346,536000
2/21/74,7.3538,7.4239,7.3538,7.4083,480000
2/22/74,7.3927,7.3927,7.2602,7.3772,611200
2/25/74,7.3772,7.4083,7.2954,7.3538,420800
2/26/74,7.3538,7.4161,7.2836,7.4161,488000
2/27/74,7.4161,7.4863,7.3538,7.3927,886400
2/28/74,7.3927,7.4239,7.3616,7.4202,419200
3/1/74,7.4202,7.4317,7.346,7.3616,478400
3/4/74,7.3616,7.385,7.2212,7.385,520000
3/5/74,7.4317,7.5487,7.4317,7.5409,812800
3/6/74,7.5409,7.6267,7.4941,7.6189,574400
3/7/74,7.6189,7.6345,7.4317,7.4785,443200
3/8/74,7.4785,7.5877,7.4083,7.5019,556800
3/11/74,7.5019,7.6891,7.3772,7.6891,697600
3/12/74,7.6891,7.845,7.6891,7.7827,1092800
3/13/74,7.7827,7.923,7.7708,7.7983,561600
3/14/74,7.7983,7.845,7.7047,7.7593,902400
3/15/74,7.7593,7.8139,7.6969,7.7749,513600
3/18/74,7.7749,7.8217,7.7165,7.7203,468800
3/19/74,7.7203,7.7203,7.6501,7.6657,320000
3/20/74,7.6657,7.6969,7.646,7.6813,360000
3/21/74,7.6813,7.7281,7.5643,7.5799,620800
3/22/74,7.5799,7.6267,7.5331,7.5955,419200
3/25/74,7.5955,7.7281,7.5175,7.7203,472000
3/26/74,7.7359,7.8217,7.7359,7.7983,683200
3/27/74,7.7671,7.7671,7.6111,7.6111,603200
3/28/74,7.5643,7.5643,7.4551,7.4785,656000
3/29/74,7.4785,7.4941,7.3304,7.3538,600000
4/1/74,7.3538,7.3772,7.1276,7.1666,750400
4/2/74,7.2249,7.3382,7.2249,7.2992,505600
4/3/74,7.3304,7.4707,7.3304,7.4629,480000
4/4/74,7.4629,7.5643,7.4395,7.4901,582400
4/5/74,7.3772,7.3772,7.2758,7.2836,500800
4/8/74,7.2836,7.2836,7.1822,7.1978,430400
4/9/74,7.1978,7.3304,7.1937,7.268,428800
4/10/74,7.268,7.3148,7.1744,7.1822,625600
4/11/74,7.1822,7.2368,7.1588,7.1588,576000
4/15/74,7.1588,7.2836,7.151,7.19,494400
4/16/74,7.2134,7.3148,7.2134,7.307,484800
4/17/74,7.307,7.346,7.2134,7.307,553600
4/18/74,7.307,7.3927,7.2992,7.3304,334400
4/19/74,7.2914,7.2914,7.2134,7.2249,467200
4/22/74,7.2249,7.2524,7.1666,7.19,428800
4/23/74,7.1863,7.1863,7.0886,7.0886,475200
4/24/74,7.0886,7.1042,6.9716,6.9754,772800
4/25/74,6.9404,6.9404,6.8235,6.913,956800
4/26/74,6.9249,7.073,6.9249,7.034,504000
4/29/74,7.0184,7.0184,6.9211,7.0028,600000
4/30/74,7.0028,7.1432,6.9716,7.0886,577600
5/1/74,7.0886,7.229,7.0418,7.1744,609600
5/2/74,7.1744,7.2368,7.112,7.1551,588800
5/3/74,7.1354,7.1354,7.0028,7.0574,374400
5/6/74,7.0028,7.0028,6.9093,6.995,478400
5/7/74,6.995,7.1276,6.995,7.1158,288000
5/8/74,7.1158,7.1276,7.034,7.0496,452800
5/9/74,7.0496,7.1978,7.034,7.19,632000
5/10/74,7.19,7.19,6.9442,6.9872,820800
5/13/74,6.9872,6.9872,6.835,6.9093,764800
5/14/74,6.9171,7.0028,6.9171,6.956,387200
5/15/74,6.956,6.9716,6.8818,6.9367,382400
5/16/74,6.9367,6.9794,6.8625,6.8625,382400
5/17/74,6.8547,6.8547,6.7845,6.8079,449600
5/20/74,6.8079,6.8859,6.7845,6.8079,504000
5/21/74,6.8079,6.9093,6.7726,6.7845,524800
5/22/74,6.7845,6.8703,6.7065,6.7414,444800
5/23/74,6.7414,6.7611,6.6285,6.7455,617600
5/24/74,6.7455,6.8235,6.7065,6.8235,688000
5/28/74,6.8235,6.8469,6.7533,6.7689,496000
5/29/74,6.7689,6.7963,6.5661,6.5699,625600
5/30/74,6.5699,6.6987,6.5387,6.6909,731200
5/31/74,6.6909,6.7065,6.6129,6.6285,456000
6/3/74,6.6285,6.8313,6.5817,6.8313,606400
6/4/74,6.8313,6.9249,6.8235,6.8781,784000
6/5/74,6.8781,6.9404,6.8235,6.8743,428800
6/6/74,6.8743,7.1042,6.8469,7.0964,641600
6/7/74,7.1354,7.2368,7.1354,7.151,1048000
6/10/74,7.151,7.19,7.0496,7.1822,534400
6/11/74,7.1432,7.1432,7.0574,7.0652,488000
6/12/74,7.0496,7.0496,6.9482,7.0106,545600
6/13/74,7.0184,7.1198,7.0184,7.0964,384000
6/14/74,7.073,7.073,6.9482,6.9482,502400
6/17/74,6.9249,6.9249,6.8079,6.8235,446400
6/18/74,6.8235,6.8469,6.7221,6.7377,676800
6/19/74,6.7377,6.8157,6.7377,6.7533,345600
6/20/74,6.7533,6.8001,6.6597,6.6675,379200
6/21/74,6.6675,6.6675,6.5661,6.6441,710400
6/24/74,6.6441,6.7299,6.5895,6.7299,350400
6/25/74,6.7299,6.9093,6.7299,6.9093,472000
6/26/74,6.8781,6.8781,6.7377,6.7455,492800
6/27/74,6.7065,6.7065,6.5895,6.6129,536000
6/28/74,6.6129,6.6753,6.5505,6.6363,648000
7/1/74,6.6363,6.6597,6.5973,6.6363,539200
7/2/74,6.6363,6.6597,6.5583,6.5973,534400
7/3/74,6.5973,6.6519,6.5505,6.5505,707200
7/5/74,6.5231,6.5231,6.4024,6.418,484800
7/8/74,6.3088,6.3088,6.18,6.2074,1211200
7/9/74,6.2074,6.3322,6.1996,6.2932,1051200
7/10/74,6.2932,6.3322,6.145,6.1684,787200
7/11/74,6.1684,6.262,6.1216,6.1996,1033600
7/12/74,6.34,6.7065,6.34,6.7065,1243200
7/15/74,6.7221,6.8937,6.7221,6.8313,1065600
7/16/74,6.7377,6.7377,6.6441,6.6675,692800
7/17/74,6.6675,6.7923,6.5661,6.7923,768000
7/18/74,6.7923,6.9093,6.7533,6.7689,860800
7/19/74,6.7689,6.8625,6.7689,6.7923,532800
7/22/74,6.7923,6.8587,6.6987,6.8587,588800
7/23/74,6.8937,6.9835,6.8937,6.9327,793600
7/24/74,6.9327,6.9482,6.8469,6.8937,560000
7/25/74,6.8937,6.9482,6.6675,6.6987,742400
7/26/74,6.6909,6.6909,6.3868,6.4336,782400
7/29/74,6.3478,6.3478,6.2776,6.3322,638400
7/30/74,6.3322,6.4726,6.3088,6.4726,536000
7/31/74,6.4726,6.4726,6.2891,6.2891,440000
8/1/74,6.2891,6.3556,6.1956,6.2932,907200
8/2/74,6.2932,6.3478,6.2579,6.262,438400
8/5/74,6.2661,6.4532,6.2661,6.3712,777600
8/6/74,6.457,6.6051,6.457,6.5115,1137600
8/7/74,6.5115,6.7065,6.4804,6.6987,1059200
8/8/74,6.6987,6.7065,6.457,6.5037,1289600
8/9/74,6.5037,6.5739,6.4258,6.5037,784000
8/12/74,6.5037,6.5427,6.3166,6.3322,798400
8/13/74,6.3322,6.3556,6.2308,6.3088,686400
8/14/74,6.301,6.301,6.2074,6.2386,784000
8/15/74,6.2386,6.3166,6.1918,6.2386,908800
8/16/74,6.2386,6.2698,6.1918,6.1918,648000
8/19/74,6.1372,6.1372,6.0359,6.1372,988800
8/20/74,6.1372,6.2542,6.0904,6.2308,955200
8/21/74,6.2308,6.2386,5.9891,5.9891,940800
8/22/74,5.9891,6.1294,5.8955,6.0125,1313600
8/23/74,6.0125,6.0904,5.8955,5.9267,852800
8/26/74,5.9267,6.1294,5.8721,6.0359,1161600
8/27/74,6.0359,6.0592,5.9267,5.9891,841600
8/28/74,5.9891,6.0826,5.9501,5.9657,1022400
8/29/74,5.9657,5.9891,5.8721,5.8877,816000
8/30/74,5.9345,6.0359,5.9345,5.9891,1046400
9/3/74,5.9891,6.0047,5.7239,5.7239,1166400
9/4/74,5.6147,5.6147,5.412,5.6147,2585600
9/5/74,5.6147,5.7239,5.5056,5.6849,1348800
9/6/74,5.6849,5.7863,5.5836,5.5836,1012800
9/9/74,5.568,5.568,5.3574,5.3964,947200
9/10/74,5.3964,5.4666,5.3106,5.3496,1113600
9/11/74,5.3496,5.373,5.1506,5.1506,1128000
9/12/74,5.1469,5.1469,4.8427,4.8817,1811200
9/13/74,4.8817,4.9051,4.6946,4.7413,2096000
9/16/74,4.7413,4.9831,4.6946,4.979,1745600
9/17/74,5.0455,5.256,5.0455,5.0495,1404800
9/18/74,5.0495,5.1936,4.9285,5.1936,1212800
9/19/74,5.2794,5.4198,5.2794,5.3184,1534400
9/20/74,5.3184,5.412,5.1936,5.3496,1289600
9/23/74,5.3496,5.4588,5.2482,5.2794,952000
9/24/74,5.2404,5.2404,5.1391,5.2014,752000
9/25/74,5.2014,5.334,5.1469,5.1469,955200
9/26/74,5.1157,5.1157,4.9987,5.1157,412800
9/27/74,5.1157,5.2014,4.9909,5.0183,830400
9/30/74,4.9753,4.9753,4.7881,4.9597,1345600
10/1/74,4.9597,5.0455,4.8115,4.9987,2012800
10/2/74,4.9987,5.1001,4.9441,4.9753,1022400
10/3/74,4.9753,5.0065,4.8543,4.9207,897600
10/4/74,4.9207,4.9753,4.8115,4.8739,1187200
10/7/74,4.9675,5.1391,4.9675,5.1194,974400
10/8/74,5.1194,5.1313,5.0143,5.0533,1392000
10/9/74,5.0533,5.3652,5.0065,5.3652,1393600
10/10/74,5.4706,5.5991,5.4706,5.4937,2371200
10/11/74,5.4937,5.5954,5.4276,5.5524,1534400
10/14/74,5.5524,5.7395,5.4978,5.5836,1417600
10/15/74,5.5836,5.6771,5.4937,5.529,1072000
10/16/74,5.529,5.6459,5.4432,5.5249,1091200
10/17/74,5.5249,5.6615,5.4666,5.6147,1060800
10/18/74,5.6927,5.8253,5.6927,5.7473,1456000
10/21/74,5.7473,6.0047,5.6849,6.0047,1128000
10/22/74,6.0047,6.0982,5.8175,5.8565,1611200
10/23/74,5.7863,5.7863,5.6537,5.6771,1108800
10/24/74,5.6537,5.6537,5.4862,5.6537,1372800
10/25/74,5.6537,5.7317,5.529,5.529,969600
10/28/74,5.529,5.6537,5.4978,5.6381,523200
10/29/74,5.7473,5.9813,5.7473,5.9813,1316800
10/30/74,5.9813,6.145,5.8799,6.0203,1985600
10/31/74,6.0203,6.0592,5.8955,5.8992,1208000
11/1/74,5.8992,6.0359,5.8409,5.9735,972800
11/4/74,5.9657,5.9657,5.8019,5.9111,801600
11/5/74,5.9111,6.1138,5.9111,6.1101,1121600
11/6/74,6.1101,6.2386,5.7161,5.7395,2566400
11/7/74,5.7863,5.9657,5.7863,5.8409,2040000
11/8/74,5.8409,5.9579,5.8253,5.9423,934400
11/11/74,5.9423,5.9813,5.8721,5.9267,496000
11/12/74,5.9229,5.9229,5.7629,5.7707,995200
11/13/74,5.7707,5.8097,5.7083,5.7629,1206400
11/14/74,5.7629,5.8565,5.6771,5.6809,992000
11/15/74,5.6809,5.7395,5.6147,5.6225,521600
11/18/74,5.5368,5.5368,5.4198,5.4238,1156800
11/19/74,5.4238,5.451,5.2716,5.2872,1446400
11/20/74,5.2872,5.3615,5.2248,5.256,852800
11/21/74,5.256,5.3964,5.2014,5.3496,1044800
11/22/74,5.3496,5.4666,5.3184,5.3184,1016000
11/25/74,5.3184,5.4432,5.256,5.4276,720000
11/26/74,5.4276,5.5602,5.3808,5.5212,819200
11/27/74,5.5212,5.6615,5.5212,5.5602,993600
11/29/74,5.5602,5.5758,5.5056,5.529,467200
12/2/74,5.4744,5.4744,5.3184,5.3262,619200
12/3/74,5.3184,5.3184,5.2404,5.2442,1260800
12/4/74,5.2442,5.3886,5.1818,5.295,872000
12/5/74,5.295,5.3496,5.1818,5.1858,748800
12/6/74,5.1702,5.1702,5.0689,5.1313,1075200
12/9/74,5.1313,5.256,5.0689,5.256,1024000
12/10/74,5.3106,5.4276,5.3106,5.3652,1115200
12/11/74,5.3652,5.4781,5.3378,5.3574,1662400
12/12/74,5.3574,5.3964,5.2754,5.2872,1006400
12/13/74,5.2872,5.3184,5.1587,5.217,900800
12/16/74,5.217,5.2482,5.1469,5.1546,835200
12/17/74,5.1546,5.3533,5.1469,5.3533,1163200
12/18/74,5.3533,5.4042,5.295,5.3028,1043200
12/19/74,5.3028,5.334,5.2404,5.2716,1153600
12/20/74,5.2716,5.3028,5.2404,5.2872,830400
12/23/74,5.2872,5.3028,5.1469,5.1702,1153600
12/24/74,5.178,5.2248,5.178,5.2211,662400
12/26/74,5.2211,5.2638,5.1313,5.1469,676800
12/27/74,5.1469,5.178,5.0455,5.0611,828800
12/30/74,5.0611,5.1235,4.9946,5.1235,1044800
12/31/74,5.178,5.2679,5.178,5.2404,782400
1/2/75,5.2482,5.3459,5.2482,5.2679,721600
1/3/75,5.2679,5.3418,5.2014,5.2248,1248000
